GeneID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13
MAGT1,1.164580881,-0.898163807,0.263220795,-0.337699966,-0.031369809,0.096503228,0.250817924,-0.024961899,-0.028884405,0.037921508,-0.031127227,-0.022854973,-0.074215971
MAK,0.949882952,0.885901097,1.099598473,0.102866248,0.342719334,-0.252450489,-0.697880084,0.165513432,-0.52851196,0.584317408,0.307531174,0.099770096,0.046005478
MAL,0.961349675,-0.418755091,-1.559636111,0.958842705,-0.283876661,-0.63864127,0.31988642,-0.221496071,-0.588495859,0.415222471,0.317651897,0.458244605,0.127272922
MALT1,1.115574953,-0.781264126,-0.572987516,-0.123312351,-0.142274236,-0.113586698,-0.052118617,0.025252583,-0.120857106,-0.036176658,0.150217702,-0.16717502,-0.094345664
MAMDC4,0.459750737,0.401241981,-0.614365009,0.156903108,0.656975528,0.500879365,0.253175785,0.348620051,-0.231828079,-0.026017577,-0.413335427,0.088372727,0.344554651
MAML1,0.282598187,1.734592302,0.017205477,0.180334264,-0.029593561,0.167790781,-0.350210398,0.026280831,0.343825371,0.128816601,-0.052325088,0.064461904,0.038982592
MAML2,0.617790393,0.420335677,-0.540956542,-0.101567929,-0.739589449,-0.087106257,-0.554489774,-0.119344959,0.024218744,-0.001654208,0.118197815,-0.037940613,-0.203192976
MAML3,0.432221045,1.652589126,0.609917602,-0.20146406,0.01637361,-0.393873504,-0.22038168,0.036056048,0.191661201,0.130087063,0.03875346,-0.344409594,0.0284641
MAMLD1,-1.380492615,1.924505849,-0.66079782,0.597154083,-1.017682124,0.147731019,-0.404422122,-0.269671308,0.196656449,-0.42232345,-0.469307876,0.129581726,0.090227454
MAN1A1,0.977054044,0.071779811,0.79973396,-0.094591173,0.056543839,-0.184486325,-0.157188051,-0.042316935,-0.631690277,-0.056189587,0.039463195,0.365800495,-0.394458052
MAN1A2,1.090883209,-0.984091208,0.174819614,0.423577973,-0.250737485,-0.124630022,-0.003374704,-0.19448663,0.137017106,-0.082986449,-0.257554588,0.556294876,-0.043376987
MAN1B1,1.121608759,0.122286156,-0.181569697,-0.683153893,0.27068383,-0.257051268,0.008325374,-0.191707508,0.031212131,-0.021150158,0.204476108,0.012484311,0.068015246
MAN1C1,0.185641373,0.896582595,-1.66081245,0.705478325,-0.143162927,-0.185706118,0.351967382,-0.256666327,-0.418462,0.270970721,-0.15950339,-0.003334259,-0.255115962
MAN2A1,1.146879558,-0.281961015,-0.253664522,-0.310814491,-0.233789018,-0.000226458,0.061680004,0.134110436,-0.13288974,-0.006031912,0.2054801,0.168249342,-0.117521483
MAN2A2,0.619977117,0.89792612,0.484026977,-0.44589568,-0.245484989,-0.652505805,0.518712783,-0.32018402,0.379495732,0.153634266,-0.071549873,-0.020257978,0.283380211
MAN2B1,0.970709723,0.831581,0.031616481,-0.594260996,0.228557864,-0.297567346,0.479685875,-0.043645123,-0.170443222,-0.022330526,0.121550921,-0.203086386,0.033674046
MAN2B2,0.572539297,1.281425225,0.076043138,-0.399403115,0.423380267,0.146230532,0.066704966,-0.213704433,0.040854439,0.149002389,-0.105908225,0.056245109,0.066689139
MAN2C1,0.706907129,0.71453613,-0.57737114,-0.284876568,0.038545693,0.337198298,0.277907859,0.040085963,0.384405531,0.053532235,0.084939122,-0.239228034,0.027420875
MANBA,0.927753678,0.376562277,0.584942526,-0.589367053,-0.1600802,-0.008382163,0.163381297,0.222011248,-0.039657013,0.094510834,-0.194153668,0.094844643,0.022489353
MANBAL,0.746705396,0.488185928,-0.509889834,-0.07420271,0.515227332,0.56086501,-0.093517899,-0.300916829,0.102187912,0.22567696,0.220743713,-0.664541591,0.236800104
MANEA,1.132523343,-1.568010488,0.114717975,-0.054118407,0.062038717,0.071237066,0.176089775,0.036641873,-0.209552603,0.24594862,0.196966384,-0.20075667,-0.161128078
MANEAL,-0.165892434,0.130070356,-0.618902353,-0.836222352,0.313286591,0.800863136,-0.152110882,-0.608220654,0.164846261,-0.103782389,-0.324361295,0.10273158,-0.065129594
MANSC1,0.364667493,0.782667754,2.064347642,-0.564194965,0.158611632,0.285612107,-0.218969827,-0.819794375,-0.064363118,-0.086400422,0.490923191,0.285521217,0.126645641
MAOA,-0.66754727,0.943747764,1.339893101,-0.149469879,-0.129007413,-1.851408833,0.24796667,-1.611356219,-0.355216913,0.078716075,-1.238944545,0.556402094,-0.632486984
MAP1A,-1.045396972,1.886659547,0.342557241,0.108281113,-0.181754596,-1.060173386,-0.413977557,0.263616859,-0.259675486,0.656254381,0.109886453,0.319057655,0.894222362
MAP1B,-1.70394119,-0.433192398,-0.880412896,-0.643704561,-0.32708246,0.105694243,0.35960508,0.731053092,0.47688611,0.260385781,-0.051296619,0.702137497,0.656916743
MAP1LC3A,0.415601181,-0.043494865,0.622999141,-0.228656183,-0.621612165,0.615516921,0.324445756,-1.283265732,-1.182933199,0.298052762,0.532783535,-0.520460703,-0.202631678
MAP1LC3B,0.596871231,0.839689521,0.485494459,0.392753245,-0.821870649,0.1791121,-0.315213647,-0.156503891,0.009460886,0.134938234,-0.273812662,0.097845239,-0.068055164
MAP1S,-0.246153846,1.966826533,-0.200066665,0.861116321,0.61432042,0.31363071,0.069683742,-0.100472249,-0.180674028,0.069959505,-0.366539909,-0.744831089,0.2887691
MAP2,-2.183601824,-1.282106034,-0.483335934,-0.310821285,0.447124301,-0.401737321,0.172879002,0.77105818,-0.446524747,-0.393191212,-0.88923572,0.553308898,-0.896299441
MAP2K1,1.114939361,0.011103015,0.054713437,-0.724323766,0.08685695,-0.090516536,0.304065367,-0.021242641,-0.132970996,0.134131439,-0.133474694,0.048123042,-0.149818402
MAP2K2,0.613942022,1.191887538,-0.004106725,0.310775473,-0.440791636,0.106066424,0.512788248,-0.006444627,-0.143737254,-0.306958239,-0.173163207,-0.060428743,0.120603699
MAP2K3,-0.59682012,2.622102185,0.287724116,1.384327956,-0.90513606,-0.253990654,-0.186645386,-0.143995701,-0.133296851,0.285323375,0.22372678,-0.210113789,-0.265370268
MAP2K4,1.116256926,-0.211997822,0.785182649,-0.104726801,-0.081075844,0.215616188,0.035084796,-0.11414287,-0.223472414,0.043159765,-0.247449316,0.382867375,0.01529935
MAP2K5,0.452870255,0.532571497,-0.546407016,-0.608671853,-0.377247132,0.528520847,-0.178307304,-0.009119516,0.105163746,0.166642464,0.27708643,0.236949659,-0.052235264
MAP2K6,0.726227003,-0.160161314,0.325315939,-0.533224948,-0.096343831,0.451023845,-0.447526285,0.104250689,0.033340818,0.04304975,-0.15148604,-0.019858789,-0.092399199
MAP2K7,0.259736052,1.543026626,0.058043589,0.97488368,-0.854700183,-0.05546898,0.541163021,-0.045151295,-0.104963424,0.043451149,-0.195800268,-0.355957237,0.047001864
MAP3K1,1.033041139,0.006364981,-0.048098387,-0.220200629,-0.13254687,0.079569373,0.013506117,0.134532654,-0.355521327,0.244792963,-0.031981465,0.15746756,-0.164898956
MAP3K10,-0.107782616,0.500472425,-1.233754351,0.649187332,0.578143645,0.779713457,0.284103734,-0.390468401,0.122632081,-0.719820594,0.066849985,0.571700389,0.456157352
MAP3K11,0.611447855,1.776172888,0.395343877,0.365188446,0.619755526,-0.251600876,0.180037353,0.064858348,-0.127809806,-0.269160125,0.091738468,0.030623624,0.16589363
MAP3K12,0.504475187,0.918506103,-0.446931603,-0.136033692,-0.165141926,-0.020116368,-0.286206043,0.223242993,-0.013475581,-0.036448608,-0.176487119,-0.313025894,0.028896443
MAP3K14,0.211631002,0.971727428,-0.410969888,-0.015755774,0.560025493,0.129196853,-0.313679977,0.288184857,0.192588427,0.326777378,-0.465897033,-0.304987311,0.082348805
MAP3K2,1.094556674,0.023915356,0.824054603,-0.344256323,-0.172321801,0.307375443,-0.065003142,-0.124293512,-0.411970078,-0.030819649,-0.00999413,0.213442439,-0.007252347
MAP3K3,0.610119242,1.240056733,0.263639703,0.124362789,0.120093055,0.39699679,-0.127897477,-0.19892202,0.040500177,-0.089745171,-0.115679131,0.030646447,0.222087812
MAP3K4,0.81524028,-0.160927265,-0.857783287,-0.201925601,-0.138869856,0.178691759,-0.058299347,-0.168775985,0.112681176,0.237737894,-0.20589976,0.143528086,-0.086790102
MAP3K5,1.016627076,0.573565517,0.607728965,-0.352312287,-0.181036833,0.096588264,-0.020128947,0.148963426,-0.242509572,-0.013402074,-0.004919565,0.109105593,-0.097378369
MAP3K6,0.049854819,1.147780531,0.221520881,-0.255633016,0.095324267,-0.445712783,-0.398849295,0.426064272,-0.160699689,0.03994418,0.080509589,0.042848646,0.087387031
MAP3K7,1.193781522,-0.656597444,0.044974454,-0.132572035,-0.006674254,0.192199453,0.132573912,0.089108791,-0.088964492,0.073699628,-0.125026671,-0.033723678,-0.06371675
MAP3K8,1.140288222,-0.342149895,0.599636552,-0.555655515,0.175721656,-0.055002614,-0.16762324,0.131302628,0.011822253,0.008980802,-0.030075174,-0.03284424,-0.193784106
MAP3K9,-0.994774077,0.750557301,-0.882044627,-0.722906594,-0.063097413,-0.517269658,-0.295783209,0.825597676,0.251662048,-0.259205807,-0.427979818,-0.549761817,-0.155668366
MAP4,0.484932236,1.120830326,-0.209782192,-0.625148705,-0.251923657,0.300267557,-0.048051297,0.108842241,0.431542691,-0.070053961,-0.075055992,0.272041643,-0.216231306
MAP4K1,0.013515347,1.455735363,-1.143917418,-0.008486134,0.54005131,0.124760571,-0.055036497,-0.050681368,0.21997441,0.101772043,-0.014033874,-0.597645625,-0.348325663
MAP4K2,0.398225113,1.108424388,-0.480308041,0.237606669,0.191329137,-0.196750724,-0.615596375,0.317627611,0.157545265,0.003998499,-0.016427646,0.017599679,-0.096245845
MAP4K3,0.937137498,-0.772423008,-0.41486308,-0.005730353,-0.162476369,0.247006035,-0.036891631,-0.010647081,-0.130020798,-0.025753379,-0.075026555,0.053499238,0.02665671
MAP4K4,0.70136764,0.851027845,0.466629223,-0.520422915,-0.405473441,0.15951898,-0.131420464,-0.223333166,-0.196699979,-0.111291374,-0.042731686,0.065980151,-0.022072211
MAP4K5,0.807666224,-0.423705489,-0.055052781,0.285166034,-0.504511638,0.282706048,-0.0965069,0.318569018,0.104312913,-0.007068502,-0.192834549,0.327317362,-0.130782831
MAP6,-3.355255234,-0.83921592,-0.179138959,-1.002905923,-0.533636501,0.214757997,0.190542117,0.801308844,0.637884261,-0.14301865,0.140680759,-0.338892046,0.712571738
MAP6D1,-0.107215207,0.656040457,-0.228377289,-1.014292345,0.764654568,0.592118186,-0.456513963,0.248944304,0.009366417,0.210028054,-0.222831062,-0.556578577,0.028552936
MAP7,-0.365821024,0.231511662,-0.041010458,-0.314392068,-0.707471442,0.294320976,0.350217361,-0.791210205,-0.25604513,0.30174511,-1.164860141,0.194338033,0.03312633
MAP7D3,0.958612402,-0.348640699,-0.55306383,-0.266122002,0.015745882,0.17939159,0.062875658,0.054890957,-0.254239967,0.142956087,-0.029788652,-0.391802156,-0.232689841
MAP9,0.616836624,-0.993339811,-0.472558071,0.015745416,0.038058158,0.063822069,-0.280968306,-0.214468828,-0.505672062,0.052946586,-0.186314364,-0.079924081,-0.312101156
MAPK1,0.959963392,0.494551875,0.843185024,-0.252425548,-0.386942952,0.180444287,0.054860051,-0.241645928,-0.234696215,0.039538487,-0.019156158,0.146107378,0.007835237
MAPK10,-1.289384458,-0.707448018,0.47426569,-0.918724163,0.003163422,0.648136889,-0.029438975,0.71971097,-0.12405681,0.099643417,-0.230342453,-0.254982884,0.514534051
MAPK11,0.325910625,0.192478129,-0.480228533,-0.499977957,0.665567335,-0.324236829,0.210419241,0.766034465,-0.094529449,-0.236804793,-0.639652912,0.077889297,-0.170527239
MAPK13,0.257259087,1.604948132,0.363472587,-0.042043309,0.651253581,-0.010902929,-0.452676443,-0.155061404,-0.048620723,0.113626661,-0.200986679,-0.318427588,0.194362149
MAPK14,0.854762915,0.441195085,1.410017211,-0.498009475,0.045396897,0.39703252,-0.22945493,0.146582271,-0.129458172,0.00292675,0.172912184,-0.392173511,-0.214191712
MAPK15,-4.971310875,-0.983783965,0.405745748,-0.128283086,-0.333441507,0.119866941,0.634113334,-0.147310025,0.092516639,0.313964028,-0.434901529,0.828948133,0.380342401
MAPK3,0.711061081,1.69012979,0.790506339,-0.287133611,0.266278965,-0.237606825,0.07257623,-0.353132024,-0.309792159,-0.229990401,0.507328093,0.094004974,-0.210104261
MAPK4,-3.737560578,0.046188085,0.31717974,-0.640083248,-0.441827363,0.743604803,-0.333154283,0.345045078,0.63407636,-0.716828217,0.368617263,-0.782803676,0.037712373
MAPK6,1.155479024,-0.897988071,-0.130327284,-0.11473407,-0.071699573,-0.117130538,-0.108071591,-0.006988063,-0.13700612,0.068295034,0.220512749,0.013166858,-0.020726608
MAPK7,0.359219872,0.922915382,-0.007981294,0.693013024,0.652728347,0.215820755,0.287144963,0.364462462,-0.005172762,0.157483732,-0.896788592,0.297009752,0.062748185
MAPK8,1.070166292,-0.547858806,0.021865994,-0.14377433,-0.248475015,0.354271505,0.188208002,-0.040620108,0.064516201,-0.021765552,-0.180127255,0.069323003,-0.17734882
MAPK8IP1,-2.035647808,0.626902856,-0.470365137,0.352351559,0.031659223,0.363626753,-0.351867666,0.800710238,0.929857876,-1.531387997,0.308743433,-0.699211374,0.117500612
MAPK8IP2,-3.629184273,0.563286423,-0.53543327,1.522881287,-0.649050581,-0.54632161,-0.593192482,0.872115245,-0.832750994,0.471599892,-0.858053211,0.753498603,-0.568687012
MAPK8IP3,0.739907231,1.165128417,-0.358682873,0.19246034,0.560622076,-0.134683628,0.002542804,0.206093632,0.035102734,0.080774005,-0.252321942,-0.083053903,0.212873824
MAPK9,0.919040223,-0.299418591,-0.116269595,0.16825277,-0.325856046,0.271445732,-0.064454818,0.073583018,0.042260111,-0.079295258,-0.290270676,0.154815084,-0.283819344
MAPKAP1,1.174059887,-0.039737269,-0.266387611,-0.612482881,-0.021745906,-0.033479931,0.155633417,-0.170230312,-0.09243015,0.044592301,0.209446311,0.003563451,-0.024431451
MAPKAPK2,0.836980629,0.796213246,0.397418959,-0.450045115,0.056000183,0.013558779,0.017742024,-0.120022998,0.105779965,-0.065854145,-0.067821023,0.066141389,-0.001529599
MAPKAPK3,1.104794104,0.458958525,0.318992653,-0.807848534,0.085236085,0.01037751,0.517075448,-0.161808498,0.113164453,-0.008283159,0.219749994,0.028971114,0.194244232
MAPKAPK5,0.92677787,-0.099086996,-0.579642324,-0.016340316,-0.095648077,0.229164513,-0.18896678,0.02565266,0.280151367,-0.097607384,-0.038760601,0.024044822,0.005895732
MAPKBP1,0.112299515,1.440831903,-0.720257785,-0.464384946,0.13633056,-0.391194287,-0.153799912,0.144833758,0.299545892,0.050823667,0.060043677,0.061561482,0.012430137
MAPRE1,1.012488275,0.012987717,0.463254792,-0.362821376,-0.165539272,0.200924562,-0.064684905,0.047776849,-0.072290015,-0.154604376,0.06123056,0.117419193,0.00323188
MAPRE2,0.978690657,0.114903552,-0.039530485,-0.133314002,-0.125289631,0.318970037,-0.135588442,-0.071715895,-0.101818636,0.215910059,0.013548066,0.007437342,-0.119090349
MAPRE3,-0.309303134,1.220543757,0.731241579,0.051926825,1.058551881,-0.046264634,-0.268836907,0.575066223,-0.47396867,0.037992862,-0.468811056,-0.117948761,0.009693077
MAPT,-0.600995654,0.83775566,0.178590085,-0.298848579,-0.046262258,-0.282214163,-0.212777234,0.632156729,0.473550256,-0.427582644,-0.603734513,-0.019578817,0.320717593
MARCKS,1.332851942,-0.481482663,1.427465881,0.512672152,0.381533051,-0.190824135,0.095278775,0.164216111,-0.782327053,-0.122616454,0.111987236,0.159414947,0.013866541
MARCKSL1,0.178658399,1.379036874,-0.741988617,1.413842596,0.205000741,0.183196035,0.154560546,-0.334477076,-0.240281617,0.652463045,0.572482076,-0.172543855,0.653945069
MARCO,-0.177815077,-0.03690006,1.981881186,-1.464246102,0.004472442,0.522362483,1.42600772,-0.830331428,-0.18792981,0.727281594,1.433176131,0.882334496,-0.423111044
MARK2,0.156957035,2.015283594,0.501699771,0.22811099,0.148158966,0.017719135,-0.474326992,0.025709363,0.4081045,0.08095576,-0.051225729,0.078257838,0.09918681
MARK3,0.575129513,0.349647129,0.577957931,0.313170072,-1.066675217,-0.197719209,0.091463786,0.07543454,0.001974498,-0.298416911,-0.13304043,-0.11923749,-0.094868273
MARK4,-0.129630664,1.007785931,0.206905899,0.258505567,0.74217736,-0.156409004,-0.358617782,0.080689617,0.157311787,-0.233755796,-0.939509258,0.455694954,-0.179522426
MARS2,1.092516349,-0.683516181,-0.546099629,-0.141676904,-0.20730284,0.090488297,0.24562929,0.05095539,-0.129195745,0.023351516,-0.04595282,0.00177358,-0.033487566
MARVELD2,-2.86010665,-0.675108745,-0.047396625,0.311642095,0.523582706,-0.206013532,0.125864349,-0.063760241,-0.606735395,-1.047794882,-1.095873712,0.616485612,0.30918947
MASP1,-3.942092004,-1.579857128,0.830712064,-1.61954558,-0.401934984,-0.00016872,-0.012120846,0.209141881,0.132934398,0.329909413,0.281695079,-0.390905648,-0.651238291
MASP2,0.612554377,0.119798593,-0.306045134,-0.618232051,-0.038806873,-0.059047643,-0.526090526,-0.612935284,0.381762751,0.113725424,0.121988528,0.095706639,-0.045016327
MAST2,-0.020658902,0.735258582,0.082984376,-0.354117069,-0.024181947,0.25382956,-0.371859967,0.172442095,0.10713567,-0.080454081,-0.501567715,0.164010291,0.172463822
MAST3,0.199924964,2.227599467,0.44973818,-0.441076559,0.365938119,-0.30516262,-0.039312424,-0.070497369,0.404944043,-0.046908037,0.028975826,0.10701842,0.021287677
MAST4,0.363009605,-0.091402011,-0.822072623,-0.098104497,-0.438897184,0.280048828,-0.332033872,0.303579492,-0.112495133,0.186951346,0.075115387,-0.099036734,0.207791209
MASTL,0.934831604,-0.692683246,0.126425592,0.09642483,-0.017288158,-0.09259873,0.063292646,0.265489646,0.249429754,-0.246305259,0.056511478,-0.116821327,0.432788676
MAT2A,0.813510531,0.044448107,-0.390784472,-0.212914646,-0.151247788,0.108677776,-0.326414542,-0.006724392,0.075545307,0.356310799,-0.175789771,-0.008363614,-0.002825542
MAT2B,1.203548883,-0.927337161,0.470246571,-0.209186705,-0.220391112,-0.064165673,0.220771222,-0.1289935,-0.154155022,-0.131141023,0.220758272,-0.030258073,-0.114664705
MATK,1.003321345,-0.078647047,-0.108020175,0.048438349,0.591904494,0.520109565,0.57330949,-0.700340377,0.382724605,-0.24022968,-0.111290577,0.167294557,-0.139803678
MATN1,-2.041703593,-0.441737175,-0.513203772,0.25819318,0.178337131,-0.237909142,0.662636865,-0.064004947,-0.317461716,-0.510082852,-1.02669627,0.697512457,0.170131723
MATR3,1.163453039,-1.567999939,0.084358085,0.454298236,0.122338095,-0.190343211,-0.118447458,-0.200213116,0.177090236,-0.032969932,0.008563873,-0.093547053,-0.027200379
MAX,0.643830832,0.824887669,0.307794296,0.31104541,-0.516998871,0.324392956,-0.292541172,0.258043431,0.114697995,-0.004964897,0.244333511,-0.015534356,0.031477621
MAZ,0.315269351,1.102145662,-0.460177392,1.461332969,0.403390902,0.517511997,-0.378097947,-0.090609604,-0.053018819,-0.065577471,-0.216127144,-0.132991229,-0.059918701
MBD1,0.80764721,0.346768641,-0.189568401,-0.002305043,0.209296094,0.112556701,8.0389586918958e-05,0.028293065,-0.05892013,-0.191424475,-0.094870332,0.014221637,0.291249209
MBD2,1.315950937,-0.763967565,0.533865081,-0.024369767,0.056519464,-0.147468952,0.084116511,-0.190903876,0.044829922,-0.071116068,-0.019400641,0.153427257,-0.055044444
MBD3,1.031580846,-0.067140001,-0.372364838,0.117179522,0.476328719,0.116648505,0.358450426,-0.017228851,-0.18945249,0.070719703,-0.150847569,-0.213757986,-0.045020562
MBD4,1.114058968,-0.616626663,0.225883262,-0.200192763,0.098754036,-0.2442492,0.00623925,-0.03968338,-0.171188287,0.024042253,-0.178259881,-0.1164688,-0.018579437
MBD5,0.469382046,0.531208906,-0.094549045,-0.216975352,-0.641047884,0.474435092,-0.248987749,0.061807442,0.455566343,-0.132926094,0.062062529,-0.049423904,-0.077948768
MBD6,-1.194165766,2.872036559,0.897555246,1.155069313,0.853064809,-0.529741077,-0.489698099,-0.323059535,1.346298585,0.219001624,-0.073212153,0.224811848,-0.144166878
MBIP,0.636862828,-1.29291473,-0.279853722,-0.116140661,0.070336504,0.143116663,-0.111883953,-0.635588308,0.46786939,0.424997859,-0.373415121,0.029821499,0.196887057
MBNL1,1.03774864,-0.273188119,-0.02187374,-0.081458921,-0.290767193,0.131953891,-0.064948382,-0.039168519,-0.056111661,0.063773489,0.023871471,0.033416673,-0.043716081
MBNL2,1.014821662,-0.655392455,-0.23125711,-0.137157808,-0.057144343,0.231858993,0.039510874,-0.014875157,-0.145974068,0.048760351,-0.045125152,0.11647054,-0.085054903
MBNL3,-0.292606437,1.528466292,0.762133126,0.05345958,-1.523547262,-0.36389931,-0.024831762,0.262728284,0.105174588,-0.254648247,-0.35507411,-0.203764789,-0.669024639
MBOAT1,0.950518598,0.194825416,0.44065062,-0.191907049,0.190790326,0.385154962,-0.2678705,0.322688763,-0.058760104,-0.219724283,0.044966017,-0.231414565,0.079820111
MBOAT2,0.749856704,0.473374947,1.841523104,0.923341877,-0.715487593,-0.260633874,-0.15708146,0.44488641,-0.186177778,-0.261152636,0.032052179,0.355898636,-0.409532728
MBOAT7,0.394272333,2.452536178,0.484245481,0.618416342,0.762675757,0.17932491,0.299384293,-0.33119165,-0.372241885,0.028811216,0.088015464,-0.071957108,-0.010901521
MBP,0.709048473,1.027779774,0.570360606,-0.219701855,-0.3410151,0.346895758,-0.088444105,-0.022945893,-0.126735937,0.036943128,-0.266340437,0.111139584,-0.188244786
MBTD1,0.939715006,-0.13174351,0.08718283,-0.224164767,-0.307982266,0.057585759,-0.1973696,0.052494799,-0.01749176,-0.107495002,0.030125537,0.262405767,0.051913126
MBTPS1,1.146344662,-0.103540519,-0.279023521,-0.48551693,-0.085155817,-0.244251497,-0.168729539,-0.041279311,0.248346652,0.090821175,0.149936112,0.042196468,-0.103365466
MBTPS2,0.735268149,-0.446287289,-0.845648077,-0.204945027,-0.104996034,0.361479912,0.40700477,0.354813283,-0.207634471,0.468236275,-0.394977486,0.239936495,0.147684202
MC1R,-0.021555869,0.783963237,-0.657881291,-0.269060931,-0.07850301,-0.004490819,-0.061288575,0.085770342,0.043677675,0.043282145,-0.653399096,-0.412034186,0.19857101
MCAT,0.825888496,-0.110308526,-0.180544346,0.051474999,0.253366095,0.25671884,0.139015453,0.508372236,-0.433695676,-0.242844892,-0.588208293,0.270878458,0.359509117
MCCC1,0.720015271,-0.422946162,-0.510630144,-0.384735892,-0.238969035,0.16479729,-0.149559654,-0.10056695,0.200780427,0.169221697,0.055949381,-0.046236916,-0.090310197
MCCC2,0.755062314,-0.028190027,-0.650159875,-0.285161513,-0.198903195,0.137760903,-0.250056776,-0.008492313,0.047315077,0.025947017,0.03872469,-0.09953605,-0.060910613
MCEE,0.663471187,-1.044254841,-0.661852493,0.872760338,0.07499846,-0.036908833,0.126350192,0.364645607,0.442486357,-0.155916933,0.14798401,0.228009389,0.045373321
MCF2L2,0.279991081,0.02168182,0.652759719,0.093082741,-0.361780759,0.334917815,0.017982221,0.431377557,-0.142670619,-0.258746022,-0.379414739,0.023890854,-0.024089337
MCFD2,1.19081294,-0.491309121,0.007311236,-0.049752702,0.073926918,-0.120905974,-0.122608898,0.161774722,-0.09994728,0.123019086,-0.0399355,-0.183418301,-0.15822057
MCHR1,-3.701435124,-0.773152792,-0.762437941,-0.516668535,0.371302328,-0.550609068,0.232209278,0.189836632,0.579246711,0.299532358,0.3396455,0.643212171,-0.650720893
MCHR2,-4.552121572,-0.613103562,0.141676517,-0.395012936,0.711286067,-0.046521687,-0.462215132,0.005320735,1.082867258,-0.803283484,-0.347573417,-0.226168902,-0.905447567
MCL1,1.210705524,0.079341503,0.937131541,-0.072554042,0.174154334,0.099919274,0.032472323,-0.040471352,-0.514119511,0.028658394,0.03368899,0.050710387,0.032863423
MCM2,0.408078221,0.569034035,-0.316138048,-0.690586488,-0.102834416,-0.118938662,0.710547319,0.259061547,-0.458148677,-0.516712014,0.398628386,-0.165500854,-0.824677551
MCM3,1.092852699,-0.169839722,-0.452947037,-0.424986149,0.025577937,-0.071552573,0.627309172,0.003149917,-0.129438196,0.014990937,0.004753886,0.020057992,-0.217062223
MCM3AP,0.760903108,0.658081596,-0.384308229,0.060315837,-0.004402889,-0.021748782,0.05511514,0.237195206,0.055452619,-0.076184491,-0.305321771,0.115949497,-0.022962724
MCM4,0.806698916,0.021535545,-0.205009628,-0.364199399,-0.310228388,0.086109112,0.446055509,0.536386546,-0.021659136,-0.221419891,0.380843183,-0.079693343,-0.417560529
MCM5,0.826158162,0.63153738,-0.501412556,-0.254353739,0.320431124,-0.392216549,0.557935371,-0.124238703,0.028812571,-0.239985451,-0.126505172,0.185104532,0.127257106
MCM6,1.043779358,-0.433533813,-0.308283452,0.127139687,-0.115240528,0.432788813,0.057543505,-0.143385868,-0.25462927,-0.009211413,0.194791616,0.022360308,-0.146742181
MCM7,0.945634043,0.228275139,-0.48444355,0.057931205,0.23207151,-0.166978107,0.262146656,0.350551488,-0.18185975,-0.179794789,-0.306684635,0.120220004,0.060471163
MCM8,0.878876664,-0.759660333,-0.272031615,-0.216017486,0.02878384,-0.173256609,0.32896727,0.097004118,0.32853801,-0.322665727,-0.006178882,0.318243367,0.033400899
MCOLN1,-0.675709895,1.883620034,-0.583629325,1.46571522,-1.511397886,0.763223363,0.120836291,-0.363645262,0.12014973,-0.183377299,0.14634346,-0.51335537,-0.038459157
MCOLN2,0.519669616,0.133647764,-0.421954003,-0.723020796,-0.190902411,0.930493127,-0.37662868,0.01320995,0.605093753,-0.502983926,0.563149046,0.035369493,-0.297839117
MCOLN3,-0.77430343,0.275715824,-0.364367349,-0.881536384,-0.236787948,0.345493504,0.090252098,0.398377771,0.229902999,0.041402494,0.132804963,0.460228507,1.154643459
MCPH1,0.848936163,-0.270222957,-0.447857077,-0.318914565,-0.367635198,0.211203633,0.01649453,0.27550651,0.101127151,0.055327122,-0.034659794,0.184375826,-0.066881076
MCRS1,0.532582879,0.631830152,-0.345406588,0.620114113,-0.118237057,0.38844989,-0.209364359,0.101809285,0.000730806,-0.510776697,0.186740136,0.15686476,0.352274615
MCTP1,0.952225713,-0.158417994,1.26677807,-0.27084206,-0.054204284,0.491953988,-0.021230424,0.283791254,-0.205947204,-0.011805066,-0.09432009,-0.056581117,-0.006530877
MCTP2,0.78382706,0.450723615,1.310144946,-0.458796497,-0.078360933,0.317360698,-0.282188133,0.113312212,-0.057379266,-0.03189769,-0.027954224,-0.000899896,-0.355758617
MCTS1,0.850175348,-0.867292237,-0.164195842,0.120583397,-0.099677473,0.252694734,-0.254295236,0.074258384,-0.103681383,0.056726013,-0.231310309,-0.116321155,0.103879682
MDC1,-0.359535329,1.465257923,-1.167459049,-0.415970569,0.280688037,-0.730994979,-0.201609272,0.086540719,0.468222168,0.116291459,0.249490533,-0.018399267,0.003599841
MDFI,-4.162337147,0.59914738,-0.68937137,0.577414361,-0.300406156,-0.770670569,0.406180147,-0.319044273,-0.01806103,0.313714759,-0.385904333,0.274467483,-1.496481661
MDFIC,1.117196815,-1.037063828,-0.377911938,-0.022086775,-0.029216115,0.04819051,0.102146961,0.119591557,-0.185828532,0.147234118,0.06367015,0.231267832,0.070187352
MDGA1,-2.881065612,1.223042335,0.629111012,-0.075788488,0.637634904,-1.323229936,0.569061355,2.249739951,0.2120955,0.280360534,1.607213797,0.587475173,-2.106413144
MDH1,0.985583624,-1.600844145,0.111321434,0.283792195,-0.143188576,-0.032891198,0.013428271,0.160124286,0.328140191,0.201380232,-0.152767799,-0.315236599,-0.011676419
